distance_m,x_m,y_m
4409.521388888891,1483.2589783182034,1087.5649625781482
4422.696060272112,1476.0,1010.0
4438.277167558479,1462.0,855.0
4440.6213888888915,1459.8103148756406,830.984493312439
4464.508575244132,1438.0,596.0
4468.532500000003,1434.2885474570667,556.088983613431
4487.296601932631,1417.0,370.0
4501.357443552144,1404.0,230.0
4503.643611111113,1401.5181647905406,202.93800882299087
4521.254722222225,1380.0265666196046,-33.754901664537826
4524.259111295631,1377.0,-67.0
4542.521388888891,1364.5859523410022,-201.48869956857328
4550.865322959335,1359.0,-261.0
4566.866023105382,1344.0,-421.0
4570.876944444447,1338.753945582151,-477.51732614869957
4588.309253366703,1313.0,-757.0
4595.921388888892,1304.897911198361,-845.7163609953667
4624.167478045099,1292.0,-989.0
4631.810277777781,1291.3127829403902,-995.6352561670876
4640.365752823102,1289.0,-1020.0
4654.806701913926,1276.0,-1163.0
4671.532500000003,1260.7653071432455,-1331.8630536018227
4683.754103223386,1250.0,-1451.0
4686.021388888891,1247.9649879087247,-1473.4322450232357
4700.114527779722,1235.0,-1614.0
4714.712604022595,1221.0,-1758.0
4726.11027777778,1210.5563421041938,-1871.0587572671375
4731.121767776344,1206.0,-1921.0
4747.517498523895,1191.0,-2085.0
4751.621388888891,1187.3266443193493,-2126.02311667414
4771.266411000229,1170.0,-2321.0
4773.554722222225,1167.9347123824143,-2343.3737117510855
4791.428892184739,1151.0,-2522.0
4799.221388888892,1142.7796971663406,-2609.7272694228272
4813.979722222224,1126.9319376349583,-2781.6624889156874
4817.102561213145,1124.0,-2814.0
4828.690833333336,1114.613935536494,-2919.427413038869
4844.593271771213,1103.0,-3052.0
4854.43527777778,1094.6726256191446,-3145.437858157649
4874.064363043778,1076.0,-3346.0
4883.94638888889,1066.1571652076043,-3444.2798794485143
4885.148058445477,1065.0,-3456.0
4898.74638888889,1052.7037570905939,-3586.065860295899
4905.497682495891,1046.0,-3658.0
4924.64638888889,1023.2316628206811,-3898.420122645206
4929.557473521711,1018.0,-3953.0
4950.546388888891,1001.2552576659767,-4123.27607459767
4959.045292292823,994.0,-4192.0
4968.601944444446,983.8611924494327,-4284.175622611887
4971.467300554261,980.0,-4318.0
4982.068611111113,961.0895150069507,-4477.973084474019
4995.094519022159,927.0,-4724.0
5008.649734407953,883.0,-4952.0
5013.113055555557,871.6041310471214,-5004.850197615781
5023.646388888891,853.66242810275,-5077.8604331235365
5038.608349666369,825.0,-5163.0
5038.979722222224,823.9292732505473,-5166.14673778384
5045.898325169626,801.0,-5232.0
5055.226532279611,765.0,-5320.0
5062.53527777778,732.9169012437562,-5384.449838931367
5071.824166666668,686.481410651917,-5460.650747956535
5074.931425944405,669.0,-5485.0
5080.979722222223,632.0082551538105,-5530.784364588186
5084.036161363614,612.0,-5553.0
5092.201944444446,554.4086589841149,-5609.135604811772
5099.543647600346,497.0,-5655.0
5103.14638888889,467.1048345591453,-5675.401809666335
5106.10026956619,442.0,-5691.0
5117.063099565283,345.0,-5740.0
5120.602777777779,312.1728768602,-5752.884365271664
5131.491666666668,207.07800779517478,-5783.146446695778
5133.44689164234,188.0,-5787.0
5143.793180298421,87.0,-5800.0
5149.891666666668,26.805061952540875,-5802.197873193498
5157.716135980688,-51.0,-5798.0
5160.050874222079,-74.0,-5795.0
5163.891666666668,-112.0041822496427,-5789.416561352255
5173.284441830696,-204.0,-5772.0
5185.790318098561,-321.0,-5736.0
5191.147222222224,-375.18544805278134,-5714.4201394056745
5203.513264175732,-509.0,-5650.0
5208.958333333335,-568.1562381870303,-5615.997568247209
5209.923490978994,-578.0,-5610.0
5229.511253577978,-734.0,-5494.0
5235.1805555555575,-776.0375833151882,-5456.8524674527125
5240.230731662816,-813.0,-5422.0
5251.447222222224,-890.9887908414905,-5339.948666719452
5255.193212418087,-915.0,-5313.0
5270.648888888891,-1006.1835236485798,-5200.2931707489
